State,Crop,District,Year,Season,Area,Production,Yield,SO2,NO2,RSPM,SPM
Uttar Pradesh,Wheat,Meerut,2009,Rabi,87795,314833,3.59,7.173913043,45.36521739,118.8695652,501.5217391
Uttar Pradesh,Arhar/Tur,Meerut,2010,Kharif,1011,810,0.8,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Bajra,Meerut,2010,Kharif,126,242,1.92,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Barley,Meerut,2010,Rabi,202,703,3.48,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Coriander,Meerut,2010,Rabi,20,11,0.55,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Cotton(lint),Meerut,2010,Kharif,18,3,0.17,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Dry chillies,Meerut,2010,Kharif,152,134,0.88,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Garlic,Meerut,2010,Rabi,1,5,5,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Gram,Meerut,2010,Rabi,92,76,0.83,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Maize,Meerut,2010,Kharif,339,645,1.9,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Maize,Meerut,2010,Summer,130,189,1.45,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Masoor,Meerut,2010,Rabi,259,208,0.8,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Moong(Green Gram),Meerut,2010,Kharif,14,2,0.14,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Moong(Green Gram),Meerut,2010,Summer,110,88,0.8,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Onion,Meerut,2010,Rabi,44,756,17.18,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Onion,Meerut,2010,Summer,67,931,13.9,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Jute,Meerut,2010,Rabi,45,58,1.29,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Potato,Meerut,2010,Rabi,5701,126853,22.25,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Jute,Meerut,2010,Rabi,4118,5392,1.31,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Rice,Meerut,2010,Kharif,17629,45113,2.56,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Sugarcane,Meerut,2010,Kharif,128483,8430027,65.61,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Sweet potato,Meerut,2010,Kharif,9,122,13.56,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Turmeric,Meerut,2010,Rabi,2,7,3.5,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Urad,Meerut,2010,Kharif,1230,470,0.38,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Urad,Meerut,2010,Summer,264,164,0.62,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Wheat,Meerut,2010,Rabi,81622,299308,3.67,7.751759939,47.97870336,168.0122324,458.7495413
Uttar Pradesh,Arhar/Tur,Meerut,2011,Kharif,1126,739,0.66,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Bajra,Meerut,2011,Kharif,20,36,1.8,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Barley,Meerut,2011,Rabi,150,508,3.39,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Cotton(lint),Meerut,2011,Kharif,22,4,0.18,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Dry chillies,Meerut,2011,Kharif,123,108,0.88,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Gram,Meerut,2011,Rabi,225,198,0.88,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Maize,Meerut,2011,Kharif,237,464,1.96,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Maize,Meerut,2011,Summer,143,210,1.47,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Masoor,Meerut,2011,Rabi,504,353,0.7,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Moong(Green Gram),Meerut,2011,Kharif,16,8,0.5,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Moong(Green Gram),Meerut,2011,Summer,125,132,1.06,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Onion,Meerut,2011,Rabi,40,736,18.4,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Jute,Meerut,2011,Rabi,92,107,1.16,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Potato,Meerut,2011,Rabi,5111,96981,18.97,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Jute,Meerut,2011,Rabi,4067,4859,1.19,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Rice,Meerut,2011,Kharif,17605,38608,2.19,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Sugarcane,Meerut,2011,Kharif,129711,8560407,66,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Sweet potato,Meerut,2011,Kharif,1,12,12,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Turmeric,Meerut,2011,Rabi,2,6,3,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Urad,Meerut,2011,Kharif,876,591,0.67,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Urad,Meerut,2011,Summer,183,114,0.62,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Wheat,Meerut,2011,Rabi,81215,331357,4.08,4.700729927,44.98540146,122.540146,235.6790225
Uttar Pradesh,Arhar/Tur,Meerut,2012,Kharif,1117,780,0.7,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Bajra,Meerut,2012,Kharif,7,13,1.86,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Barley,Meerut,2012,Rabi,105,404,3.85,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Coriander,Meerut,2012,Rabi,72,40,0.56,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Cotton(lint),Meerut,2012,Kharif,47,11,0.23,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Dry chillies,Meerut,2012,Kharif,151,125,0.83,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Garlic,Meerut,2012,Rabi,15,78,5.2,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Gram,Meerut,2012,Rabi,26,31,1.19,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Maize,Meerut,2012,Kharif,347,750,2.16,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Maize,Meerut,2012,Summer,232,383,1.65,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Masoor,Meerut,2012,Rabi,581,512,0.88,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Moong(Green Gram),Meerut,2012,Kharif,53,22,0.42,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Moong(Green Gram),Meerut,2012,Summer,82,64,0.78,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Onion,Meerut,2012,Rabi,167,3820,22.87,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Onion,Meerut,2012,Summer,91,986,10.84,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Jute,Meerut,2012,Rabi,147,211,1.44,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Potato,Meerut,2012,Rabi,4869,114446,23.51,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Jute,Meerut,2012,Rabi,3850,4501,1.17,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Rice,Meerut,2012,Kharif,16159,42143,2.61,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Sesamum,Meerut,2012,Kharif,2,1,0.5,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Sugarcane,Meerut,2012,Kharif,130586,8236843,63.08,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Sweet potato,Meerut,2012,Kharif,4,52,13,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Urad,Meerut,2012,Kharif,1075,719,0.67,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Urad,Meerut,2012,Summer,153,102,0.67,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Wheat,Meerut,2012,Rabi,78449,330192,4.21,4.162790698,42.70542636,129.1472868,241.4392256
Uttar Pradesh,Arhar/Tur,Moradabad,2011,Kharif,458,331,0.72,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Bajra,Moradabad,2011,Kharif,40968,46207,1.13,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Barley,Moradabad,2011,Rabi,110,289,2.63,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Dry chillies,Moradabad,2011,Kharif,623,545,0.87,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Gram,Moradabad,2011,Rabi,25,22,0.88,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Guar seed,Moradabad,2011,Kharif,36,30,0.83,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Jowar,Moradabad,2011,Kharif,172,54,0.31,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Maize,Moradabad,2011,Kharif,1884,2176,1.15,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Maize,Moradabad,2011,Summer,1774,2601,1.47,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Masoor,Moradabad,2011,Rabi,1131,793,0.7,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Moong(Green Gram),Moradabad,2011,Kharif,110,52,0.47,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Onion,Moradabad,2011,Rabi,32,589,18.41,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Jute,Moradabad,2011,Rabi,68,79,1.16,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Potato,Moradabad,2011,Rabi,10068,264829,26.3,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Jute,Moradabad,2011,Rabi,8477,9672,1.14,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Rice,Moradabad,2011,Kharif,125006,224136,1.79,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Rice,Moradabad,2011,Summer,473,848,1.79,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Sesamum,Moradabad,2011,Kharif,751,148,0.2,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Sugarcane,Moradabad,2011,Kharif,71306,3689087,51.74,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Sweet potato,Moradabad,2011,Kharif,50,616,12.32,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Urad,Moradabad,2011,Kharif,16829,15634,0.93,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Urad,Moradabad,2011,Summer,3,2,0.67,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Wheat,Moradabad,2011,Rabi,196087,612968,3.13,12.3241206,22.71105528,144.0703518,236.0215642
Uttar Pradesh,Arhar/Tur,Moradabad,2012,Kharif,453,366,0.81,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Bajra,Moradabad,2012,Kharif,28798,33579,1.17,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Banana,Moradabad,2012,Summer,2,87,43.5,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Barley,Moradabad,2012,Rabi,142,386,2.72,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Coriander,Moradabad,2012,Rabi,8,4,0.5,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Dry chillies,Moradabad,2012,Kharif,550,456,0.83,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Garlic,Moradabad,2012,Rabi,25,129,5.16,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Gram,Moradabad,2012,Rabi,10,12,1.2,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Groundnut,Moradabad,2012,Kharif,3,3,1,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Guar seed,Moradabad,2012,Kharif,37,31,0.84,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Jowar,Moradabad,2012,Kharif,105,32,0.3,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Maize,Moradabad,2012,Kharif,1473,2100,1.43,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Maize,Moradabad,2012,Rabi,43,103,2.4,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Maize,Moradabad,2012,Summer,1859,3073,1.65,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Masoor,Moradabad,2012,Rabi,967,1177,1.22,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Moong(Green Gram),Moradabad,2012,Kharif,224,95,0.42,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Onion,Moradabad,2012,Rabi,33,755,22.88,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Onion,Moradabad,2012,Summer,221,2394,10.83,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Jute,Moradabad,2012,Rabi,245,405,1.65,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Potato,Moradabad,2012,Rabi,9763,250099,25.62,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Jute,Moradabad,2012,Rabi,10424,11913,1.14,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Rice,Moradabad,2012,Kharif,128889,277111,2.15,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Rice,Moradabad,2012,Summer,425,914,2.15,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Sesamum,Moradabad,2012,Kharif,838,182,0.22,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Sugarcane,Moradabad,2012,Kharif,69975,3925598,56.1,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Sweet potato,Moradabad,2012,Kharif,85,1104,12.99,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Tobacco,Moradabad,2012,Summer,123,380,3.09,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Turmeric,Moradabad,2012,Rabi,24,68,2.83,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Urad,Moradabad,2012,Kharif,18316,17748,0.97,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Urad,Moradabad,2012,Summer,3,2,0.67,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Wheat,Moradabad,2012,Rabi,193634,615756,3.18,13.14925373,23.03482587,163.6467662,241.7756306
Uttar Pradesh,Arhar/Tur,Moradabad,2013,Kharif,57,49,0.86,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Bajra,Moradabad,2013,Kharif,3336,3486,1.04,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Banana,Moradabad,2013,Summer,3,134,44.67,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Barley,Moradabad,2013,Rabi,18,48,2.67,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Dry chillies,Moradabad,2013,Kharif,148,119,0.8,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Garlic,Moradabad,2013,Rabi,7,36,5.14,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Gram,Moradabad,2013,Rabi,44,49,1.11,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Guar seed,Moradabad,2013,Kharif,36,29,0.81,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Jowar,Moradabad,2013,Kharif,44,22,0.5,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Maize,Moradabad,2013,Kharif,135,121,0.9,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Maize,Moradabad,2013,Summer,51,94,1.84,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Masoor,Moradabad,2013,Rabi,524,473,0.9,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Moong(Green Gram),Moradabad,2013,Kharif,110,56,0.51,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Moong(Green Gram),Moradabad,2013,Summer,2,2,1,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Onion,Moradabad,2013,Rabi,3,69,23,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Onion,Moradabad,2013,Summer,53,577,10.89,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Jute,Moradabad,2013,Rabi,193,247,1.28,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Potato,Moradabad,2013,Rabi,1190,27515,23.12,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Jute,Moradabad,2013,Rabi,2799,3478,1.24,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Rice,Moradabad,2013,Kharif,90672,215799,2.38,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Rice,Moradabad,2013,Summer,476,1133,2.38,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Sesamum,Moradabad,2013,Kharif,17,3,0.18,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Sugarcane,Moradabad,2013,Kharif,53415,3390571,63.48,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Sweet potato,Moradabad,2013,Kharif,3,39,13,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Urad,Moradabad,2013,Kharif,6488,5327,0.82,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Urad,Moradabad,2013,Summer,2,1,0.5,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Wheat,Moradabad,2013,Rabi,118320,362769,3.07,15.67171717,23.24242424,156.1616162,248.8441899
Uttar Pradesh,Arhar/Tur,Moradabad,2014,Kharif,25,23,0.92,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Bajra,Moradabad,2014,Kharif,3105,4102,1.32,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Barley,Moradabad,2014,Rabi,25,72,2.88,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Dry chillies,Moradabad,2014,Kharif,604,488,0.81,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Garlic,Moradabad,2014,Rabi,17,100,5.88,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Gram,Moradabad,2014,Rabi,30,12,0.4,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Guar seed,Moradabad,2014,Kharif,37,30,0.81,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Jowar,Moradabad,2014,Kharif,36,19,0.53,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Maize,Moradabad,2014,Kharif,52,81,1.56,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Maize,Moradabad,2014,Summer,20,37,1.85,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Masoor,Moradabad,2014,Rabi,577,911,1.58,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Moong(Green Gram),Moradabad,2014,Kharif,22,7,0.32,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Onion,Moradabad,2014,Rabi,9,183,20.33,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Onion,Moradabad,2014,Summer,29,390,13.45,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Jute,Moradabad,2014,Rabi,321,321,1,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Potato,Moradabad,2014,Rabi,1327,25498,19.21,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Jute,Moradabad,2014,Rabi,2195,2531,1.15,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Rice,Moradabad,2014,Kharif,95250,207931,2.18,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Rice,Moradabad,2014,Summer,713,1556,2.18,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Sesamum,Moradabad,2014,Kharif,26,4,0.15,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Sugarcane,Moradabad,2014,Kharif,47214,3024340,64.06,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Sweet potato,Moradabad,2014,Kharif,415,5484,13.21,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Turmeric,Moradabad,2014,Rabi,1,3,3,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Urad,Moradabad,2014,Kharif,4306,3604,0.84,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Urad,Moradabad,2014,Summer,6,3,0.5,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Wheat,Moradabad,2014,Rabi,122018,394362,3.23,19.72527473,30.46703297,192.1538462,256.0285254
Uttar Pradesh,Arhar/Tur,Moradabad,2015,Kharif,83,54,0.65,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Bajra,Moradabad,2015,Kharif,4475,6207,1.39,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Barley,Moradabad,2015,Rabi,7,12,1.71,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Dry chillies,Moradabad,2015,Kharif,100,82,0.82,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Garlic,Moradabad,2015,Rabi,7,40,5.71,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Gram,Moradabad,2015,Rabi,161,48,0.3,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Guar seed,Moradabad,2015,Kharif,35,29,0.83,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Jowar,Moradabad,2015,Kharif,651,715,1.1,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Maize,Moradabad,2015,Kharif,173,327,1.89,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Maize,Moradabad,2015,Rabi,4,9,2.25,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Maize,Moradabad,2015,Summer,49,87,1.78,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Masoor,Moradabad,2015,Rabi,750,364,0.49,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Moong(Green Gram),Moradabad,2015,Kharif,23,8,0.35,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Moong(Green Gram),Moradabad,2015,Summer,4,2,0.5,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Onion,Moradabad,2015,Rabi,30,459,15.3,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Onion,Moradabad,2015,Summer,45,681,15.13,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Jute,Moradabad,2015,Rabi,175,168,0.96,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Potato,Moradabad,2015,Rabi,1692,46724,27.61,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Jute,Moradabad,2015,Rabi,2183,1331,0.61,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Rice,Moradabad,2015,Kharif,87934,205941,2.34,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Rice,Moradabad,2015,Summer,552,1293,2.34,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Sesamum,Moradabad,2015,Kharif,36,7,0.19,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Sugarcane,Moradabad,2015,Kharif,44938,2900119,64.54,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Sweet potato,Moradabad,2015,Kharif,40,495,12.38,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Urad,Moradabad,2015,Kharif,3494,3532,1.01,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Urad,Moradabad,2015,Summer,8,4,0.5,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Wheat,Moradabad,2015,Rabi,122232,196916,1.61,12.99333333,26.6,167.88,262.5251031
Uttar Pradesh,Arhar/Tur,Rae Bareli,2011,Kharif,6724,4429,0.66,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Bajra,Rae Bareli,2011,Kharif,771,904,1.17,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Barley,Rae Bareli,2011,Rabi,1204,2355,1.96,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Dry chillies,Rae Bareli,2011,Kharif,361,316,0.88,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Gram,Rae Bareli,2011,Rabi,3318,2056,0.62,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Groundnut,Rae Bareli,2011,Kharif,1114,1293,1.16,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Guar seed,Rae Bareli,2011,Kharif,55,46,0.84,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Jowar,Rae Bareli,2011,Kharif,6869,6003,0.87,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Linseed,Rae Bareli,2011,Rabi,99,46,0.46,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Maize,Rae Bareli,2011,Kharif,46,50,1.09,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Maize,Rae Bareli,2011,Rabi,1,3,3,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Maize,Rae Bareli,2011,Summer,1,1,1,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Masoor,Rae Bareli,2011,Rabi,101,88,0.87,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Moong(Green Gram),Rae Bareli,2011,Kharif,1300,611,0.47,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Moong(Green Gram),Rae Bareli,2011,Summer,489,224,0.46,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Onion,Rae Bareli,2011,Rabi,329,6056,18.41,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Jute,Rae Bareli,2011,Rabi,2634,3140,1.19,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Potato,Rae Bareli,2011,Rabi,5774,100237,17.36,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Jute,Rae Bareli,2011,Rabi,6521,4858,0.74,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Rice,Rae Bareli,2011,Kharif,80776,172941,2.14,8.296610169,11.41186441,132.1446328,236.4061568
Uttar Pradesh,Rice,Rae Bareli,2011,Summer,2,4,2,8.296610169,11.41186441,132.1446328,236.4061568
