State,Crop,District,Year,Season,Area,Production,Yield,SO2,NO2,RSPM,SPM
Chandigarh,Maize,Chandigarh,2008,Kharif,20,40,2,5.449650093,15.50157068,95.54188482,198.0732984
Chandigarh,Onion,Chandigarh,2008,Whole Year,2,35,17.5,5.449650093,15.50157068,95.54188482,198.0732984
Chandigarh,Potato,Chandigarh,2008,Whole Year,10,170,17,5.449650093,15.50157068,95.54188482,198.0732984
Chandigarh,Rice,Chandigarh,2008,Kharif,50,250,5,5.449650093,15.50157068,95.54188482,198.0732984
Chandigarh,Wheat,Chandigarh,2008,Rabi,600,2800,4.67,5.449650093,15.50157068,95.54188482,198.0732984
Chandigarh,Maize,Chandigarh,2009,Kharif,60,125,2.08,5.084759644,15.61276316,80.86118421,162.9980263
Chandigarh,Onion,Chandigarh,2009,Whole Year,4,70,17.5,5.084759644,15.61276316,80.86118421,162.9980263
Chandigarh,Potato,Chandigarh,2009,Whole Year,10,200,20,5.084759644,15.61276316,80.86118421,162.9980263
Chandigarh,Rice,Chandigarh,2009,Kharif,20,100,5,5.084759644,15.61276316,80.86118421,162.9980263
Chandigarh,Wheat,Chandigarh,2009,Rabi,600,2700,4.5,5.084759644,15.61276316,80.86118421,162.9980263
Chandigarh,Maize,Chandigarh,2010,Kharif,30,65,2.17,2.005398111,15.64237517,89.67071525,237.8196999
Chandigarh,Onion,Chandigarh,2010,Whole Year,3,55,18.33,2.005398111,15.64237517,89.67071525,237.8196999
Chandigarh,Potato,Chandigarh,2010,Whole Year,9,175,19.44,2.005398111,15.64237517,89.67071525,237.8196999
Chandigarh,Rice,Chandigarh,2010,Kharif,20,100,5,2.005398111,15.64237517,89.67071525,237.8196999
Chandigarh,Wheat,Chandigarh,2010,Rabi,600,2700,4.5,2.005398111,15.64237517,89.67071525,237.8196999
Chandigarh,Maize,Chandigarh,2011,Kharif,25,55,2.2,2.013370474,15.80090529,98.50069638,195.0807799
Chandigarh,Onion,Chandigarh,2011,Whole Year,3,56,18.67,2.013370474,15.80090529,98.50069638,195.0807799
Chandigarh,Potato,Chandigarh,2011,Whole Year,9,180,20,2.013370474,15.80090529,98.50069638,195.0807799
Chandigarh,Rice,Chandigarh,2011,Kharif,20,103,5.15,2.013370474,15.80090529,98.50069638,195.0807799
Chandigarh,Wheat,Chandigarh,2011,Rabi,600,2715,4.53,2.013370474,15.80090529,98.50069638,195.0807799
Chandigarh,Maize,Chandigarh,2012,Kharif,25,55,2.2,2,20.96697531,110.8935185,343.8871525
Chandigarh,Onion,Chandigarh,2012,Whole Year,2,35,17.5,2,20.96697531,110.8935185,343.8871525
Chandigarh,Potato,Chandigarh,2012,Whole Year,10,165,16.5,2,20.96697531,110.8935185,343.8871525
Chandigarh,Rice,Chandigarh,2012,Kharif,20,103,5.15,2,20.96697531,110.8935185,343.8871525
Chandigarh,Wheat,Chandigarh,2012,Rabi,600,2725,4.54,2,20.96697531,110.8935185,343.8871525
Chandigarh,Maize,Chandigarh,2013,Kharif,25,57,2.28,2.004070556,27.26775215,100.2544098,272.7469427
Chandigarh,Onion,Chandigarh,2013,Whole Year,3,90,30,2.004070556,27.26775215,100.2544098,272.7469427
Chandigarh,Potato,Chandigarh,2013,Whole Year,10,166,16.6,2.004070556,27.26775215,100.2544098,272.7469427
Chandigarh,Rice,Chandigarh,2013,Kharif,20,105,5.25,2.004070556,27.26775215,100.2544098,272.7469427
Chandigarh,Wheat,Chandigarh,2013,Rabi,575,2590,4.5,2.004070556,27.26775215,100.2544098,272.7469427
Chandigarh,Maize,Chandigarh,2014,Kharif,25,57,2.28,2,21.28688525,90.74453552,191.1183859
Chandigarh,Onion,Chandigarh,2014,Whole Year,3,85,28.33,2,21.28688525,90.74453552,191.1183859
Chandigarh,Potato,Chandigarh,2014,Whole Year,10,166,16.6,2,21.28688525,90.74453552,191.1183859
Chandigarh,Rice,Chandigarh,2014,Kharif,20,106,5.3,2,21.28688525,90.74453552,191.1183859
Chandigarh,Wheat,Chandigarh,2014,Rabi,575,2600,4.52,2,21.28688525,90.74453552,191.1183859
Chandigarh,Maize,Chandigarh,2015,Kharif,25,50,2,2,23.95567867,84.53462604,109.1658173
Chandigarh,Onion,Chandigarh,2015,Whole Year,3,80,26.67,2,23.95567867,84.53462604,109.1658173
Chandigarh,Potato,Chandigarh,2015,Whole Year,10,150,15,2,23.95567867,84.53462604,109.1658173
Chandigarh,Rice,Chandigarh,2015,Kharif,20,100,5,2,23.95567867,84.53462604,109.1658173
Chandigarh,Wheat,Chandigarh,2015,Rabi,550,2500,4.55,2,23.95567867,84.53462604,109.1658173
Haryana,Arhar/Tur,Yamuna Nagar,2001,Kharif,7,0,0,22.15833333,12.075,72.45205479,277.5833333
Haryana,Bajra,Yamuna Nagar,2001,Kharif,1498,1000,0.67,22.15833333,12.075,72.45205479,277.5833333
Haryana,Barley,Yamuna Nagar,2001,Rabi,58,0,0,22.15833333,12.075,72.45205479,277.5833333
Haryana,Cotton(lint),Yamuna Nagar,2001,Kharif,11,0,0,22.15833333,12.075,72.45205479,277.5833333
Haryana,Gram,Yamuna Nagar,2001,Rabi,210,0,0,22.15833333,12.075,72.45205479,277.5833333
Haryana,Moong(Green Gram),Yamuna Nagar,2001,Kharif,1,0,0,22.15833333,12.075,72.45205479,277.5833333
Haryana,Jute,Yamuna Nagar,2001,Rabi,995,1000,1.01,22.15833333,12.075,72.45205479,277.5833333
Haryana,Rice,Yamuna Nagar,2001,Kharif,55512,164000,2.95,22.15833333,12.075,72.45205479,277.5833333
Haryana,Sesamum,Yamuna Nagar,2001,Kharif,47,0,0,22.15833333,12.075,72.45205479,277.5833333
Haryana,Sugarcane,Yamuna Nagar,2001,Whole Year,43876,2450000,55.84,22.15833333,12.075,72.45205479,277.5833333
Haryana,Wheat,Yamuna Nagar,2001,Rabi,61792,230000,3.72,22.15833333,12.075,72.45205479,277.5833333
Haryana,Arhar/Tur,Yamuna Nagar,2002,Kharif,47,100,2.13,26.92,15.37,51.73972603,325.1
Haryana,Bajra,Yamuna Nagar,2002,Kharif,1084,1000,0.92,26.92,15.37,51.73972603,325.1
Haryana,Barley,Yamuna Nagar,2002,Rabi,17,0,0,26.92,15.37,51.73972603,325.1
Haryana,Cotton(lint),Yamuna Nagar,2002,Kharif,5,0,0,26.92,15.37,51.73972603,325.1
Haryana,Gram,Yamuna Nagar,2002,Rabi,142,0,0,26.92,15.37,51.73972603,325.1
Haryana,Jute,Yamuna Nagar,2002,Rabi,1858,2000,1.08,26.92,15.37,51.73972603,325.1
Haryana,Rice,Yamuna Nagar,2002,Kharif,53818,161000,2.99,26.92,15.37,51.73972603,325.1
Haryana,Sesamum,Yamuna Nagar,2002,Kharif,1,0,0,26.92,15.37,51.73972603,325.1
Haryana,Sugarcane,Yamuna Nagar,2002,Whole Year,44289,2500000,56.45,26.92,15.37,51.73972603,325.1
Haryana,Wheat,Yamuna Nagar,2002,Rabi,64904,241000,3.71,26.92,15.37,51.73972603,325.1
Haryana,Arhar/Tur,Yamuna Nagar,2004,Kharif,59,100,1.69,26.26530612,17.85918367,59.59183673,125.9795918
Haryana,Bajra,Yamuna Nagar,2004,Kharif,733,2000,2.73,26.26530612,17.85918367,59.59183673,125.9795918
Haryana,Barley,Yamuna Nagar,2004,Rabi,29,0,0,26.26530612,17.85918367,59.59183673,125.9795918
Haryana,Cotton(lint),Yamuna Nagar,2004,Kharif,3,0,0,26.26530612,17.85918367,59.59183673,125.9795918
Haryana,Gram,Yamuna Nagar,2004,Rabi,244,0,0,26.26530612,17.85918367,59.59183673,125.9795918
Haryana,Jute,Yamuna Nagar,2004,Rabi,1741,2000,1.15,26.26530612,17.85918367,59.59183673,125.9795918
Haryana,Rice,Yamuna Nagar,2004,Kharif,56776,172000,3.03,26.26530612,17.85918367,59.59183673,125.9795918
Haryana,Sesamum,Yamuna Nagar,2004,Kharif,5,0,0,26.26530612,17.85918367,59.59183673,125.9795918
Haryana,Sugarcane,Yamuna Nagar,2004,Whole Year,42476,2480000,58.39,26.26530612,17.85918367,59.59183673,125.9795918
Haryana,Wheat,Yamuna Nagar,2004,Rabi,71329,242000,3.39,26.26530612,17.85918367,59.59183673,125.9795918
Haryana,Arhar/Tur,Yamuna Nagar,2010,Kharif,7,0,0,11.82926829,27,216.8780488,315.7073171
Haryana,Bajra,Yamuna Nagar,2010,Kharif,1243,2000,1.61,11.82926829,27,216.8780488,315.7073171
Haryana,Barley,Yamuna Nagar,2010,Rabi,16,0,0,11.82926829,27,216.8780488,315.7073171
Haryana,Cotton(lint),Yamuna Nagar,2010,Kharif,7,0,0,11.82926829,27,216.8780488,315.7073171
Haryana,Gram,Yamuna Nagar,2010,Rabi,137,0,0,11.82926829,27,216.8780488,315.7073171
Haryana,Rice,Yamuna Nagar,2010,Kharif,73525,267000,3.63,11.82926829,27,216.8780488,315.7073171
Haryana,Sesamum,Yamuna Nagar,2010,Kharif,77,0,0,11.82926829,27,216.8780488,315.7073171
Haryana,Sugarcane,Yamuna Nagar,2010,Whole Year,25373,180900,7.13,11.82926829,27,216.8780488,315.7073171
Haryana,Wheat,Yamuna Nagar,2010,Rabi,85751,355000,4.14,11.82926829,27,216.8780488,315.7073171
Haryana,Arhar/Tur,Yamuna Nagar,2011,Kharif,2,0,0,11.19565217,26.60869565,168.6195652,248.9103521
Haryana,Bajra,Yamuna Nagar,2011,Kharif,934,2000,2.14,11.19565217,26.60869565,168.6195652,248.9103521
Haryana,Barley,Yamuna Nagar,2011,Rabi,26,0,0,11.19565217,26.60869565,168.6195652,248.9103521
Haryana,Cotton(lint),Yamuna Nagar,2011,Kharif,1,0,0,11.19565217,26.60869565,168.6195652,248.9103521
Haryana,Gram,Yamuna Nagar,2011,Rabi,138,0,0,11.19565217,26.60869565,168.6195652,248.9103521
Haryana,Jute,Yamuna Nagar,2011,Rabi,2362,4000,1.69,11.19565217,26.60869565,168.6195652,248.9103521
Haryana,Rice,Yamuna Nagar,2011,Kharif,74578,244000,3.27,11.19565217,26.60869565,168.6195652,248.9103521
Haryana,Sesamum,Yamuna Nagar,2011,Kharif,53,0,0,11.19565217,26.60869565,168.6195652,248.9103521
Haryana,Sugarcane,Yamuna Nagar,2011,Whole Year,25391,171000,6.73,11.19565217,26.60869565,168.6195652,248.9103521
Haryana,Wheat,Yamuna Nagar,2011,Rabi,83403,378000,4.53,11.19565217,26.60869565,168.6195652,248.9103521
Haryana,Arhar/Tur,Yamuna Nagar,2013,Kharif,2,1,0.5,10.23076923,22.69230769,152.8461538,247.8134263
Haryana,Bajra,Yamuna Nagar,2013,Kharif,610,2000,3.28,10.23076923,22.69230769,152.8461538,247.8134263
Haryana,Barley,Yamuna Nagar,2013,Rabi,5,0,0,10.23076923,22.69230769,152.8461538,247.8134263
Haryana,Gram,Yamuna Nagar,2013,Rabi,118,0,0,10.23076923,22.69230769,152.8461538,247.8134263
Haryana,Moong(Green Gram),Yamuna Nagar,2013,Kharif,130,71,0.55,10.23076923,22.69230769,152.8461538,247.8134263
Haryana,Jute,Yamuna Nagar,2013,Rabi,3083,4200,1.36,10.23076923,22.69230769,152.8461538,247.8134263
Haryana,Rice,Yamuna Nagar,2013,Kharif,70040,277000,3.95,10.23076923,22.69230769,152.8461538,247.8134263
Haryana,Sesamum,Yamuna Nagar,2013,Kharif,19,7,0.37,10.23076923,22.69230769,152.8461538,247.8134263
Haryana,Sugarcane,Yamuna Nagar,2013,Whole Year,27163,1998000,73.56,10.23076923,22.69230769,152.8461538,247.8134263
Haryana,Wheat,Yamuna Nagar,2013,Rabi,85102,369000,4.34,10.23076923,22.69230769,152.8461538,247.8134263
Haryana,Jute,Yamuna Nagar,2014,Rabi,2000,4000,2,10.81818182,19.51515152,67.93939394,247.2484743
Haryana,Rice,Yamuna Nagar,2014,Kharif,69000,254000,3.68,10.81818182,19.51515152,67.93939394,247.2484743
Haryana,Sugarcane,Yamuna Nagar,2014,Whole Year,27000,1854000,68.67,10.81818182,19.51515152,67.93939394,247.2484743
Haryana,Wheat,Yamuna Nagar,2014,Rabi,85000,385000,4.53,10.81818182,19.51515152,67.93939394,247.2484743
Jammu and Kashmir,Arhar/Tur,Jammu,2009,Rabi,22,12,0.55,8.430526316,11.99052632,99.41052632,196.2210526
Jammu and Kashmir,Barley,Jammu,2009,Rabi,293,146,0.5,8.430526316,11.99052632,99.41052632,196.2210526
Jammu and Kashmir,Garlic,Jammu,2009,Rabi,17,16,0.91,8.430526316,11.99052632,99.41052632,196.2210526
Jammu and Kashmir,Gram,Jammu,2009,Rabi,159,87,0.55,8.430526316,11.99052632,99.41052632,196.2210526
Jammu and Kashmir,Linseed,Jammu,2009,Rabi,16,18,1.09,8.430526316,11.99052632,99.41052632,196.2210526
Jammu and Kashmir,other oilseeds,Jammu,2009,Rabi,4,2,0.55,8.430526316,11.99052632,99.41052632,196.2210526
Jammu and Kashmir,Jute,Jammu,2009,Rabi,59,110,1.86,8.430526316,11.99052632,99.41052632,196.2210526
Jammu and Kashmir,Potato,Jammu,2009,Rabi,151,1591,10.53,8.430526316,11.99052632,99.41052632,196.2210526
Jammu and Kashmir,Jute,Jammu,2009,Rabi,392,313,0.8,8.430526316,11.99052632,99.41052632,196.2210526
Jammu and Kashmir,Wheat,Jammu,2009,Rabi,80558,162850,2.02,8.430526316,11.99052632,99.41052632,196.2210526
Jammu and Kashmir,Bajra,Jammu,2010,Kharif,9683,5801,0.6,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Barley,Jammu,2010,Rabi,333,166,0.5,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Cotton(lint),Jammu,2010,Kharif,16,8,0.51,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Garlic,Jammu,2010,Rabi,18,17,0.92,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Horse-gram,Jammu,2010,Kharif,981,265,0.27,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Linseed,Jammu,2010,Rabi,22,5,0.25,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Maize,Jammu,2010,Kharif,11086,12382,1.12,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Moth,Jammu,2010,Kharif,6,3,0.55,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Other  Rabi pulses,Jammu,2010,Rabi,30,17,0.56,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Other Kharif pulses,Jammu,2010,Kharif,915,3516,3.84,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,other oilseeds,Jammu,2010,Kharif,147,66,0.45,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Jute,Jammu,2010,Rabi,42,78,1.86,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Potato,Jammu,2010,Kharif,32,317,9.91,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Potato,Jammu,2010,Rabi,145,3963,27.33,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Jute,Jammu,2010,Rabi,277,248,0.9,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Rice,Jammu,2010,Kharif,53986,99511,1.84,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Sannhamp,Jammu,2010,Kharif,100,50,0.5,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Sesamum,Jammu,2010,Kharif,695,311,0.45,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Urad,Jammu,2010,Kharif,3605,1594,0.44,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Wheat,Jammu,2010,Rabi,89594,105699,1.18,6.444444444,14.30666667,111.64,165.7849372
Jammu and Kashmir,Bajra,Jammu,2011,Kharif,9625,5767,0.6,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Barley,Jammu,2011,Rabi,380,563,1.48,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Cotton(lint),Jammu,2011,Kharif,16,8,0.51,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Cowpea(Lobia),Jammu,2011,Rabi,45,90,2.01,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Garlic,Jammu,2011,Rabi,22,22,1,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Ginger,Jammu,2011,Rabi,2,2,0.9,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Horse-gram,Jammu,2011,Kharif,146,40,0.27,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Linseed,Jammu,2011,Rabi,41,39,0.95,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Maize,Jammu,2011,Kharif,9192,14637,1.59,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Moong(Green Gram),Jammu,2011,Kharif,2,1,0.5,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Moth,Jammu,2011,Kharif,746,410,0.55,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Onion,Jammu,2011,Kharif,9,11,1.27,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Other  Rabi pulses,Jammu,2011,Rabi,16,8,0.49,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Other Kharif pulses,Jammu,2011,Kharif,902,3466,3.84,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,other oilseeds,Jammu,2011,Kharif,147,66,0.45,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Jute,Jammu,2011,Rabi,52,25,0.48,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Potato,Jammu,2011,Kharif,99,681,6.88,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Potato,Jammu,2011,Rabi,160,4218,26.36,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Jute,Jammu,2011,Rabi,292,403,1.38,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Rice,Jammu,2011,Kharif,55061,83463,1.52,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Sannhamp,Jammu,2011,Kharif,114,57,0.5,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Sesamum,Jammu,2011,Kharif,741,332,0.45,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Turmeric,Jammu,2011,Rabi,4,4,0.93,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Urad,Jammu,2011,Kharif,3681,1627,0.44,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Wheat,Jammu,2011,Rabi,87627,143491,1.64,5.301587302,11.87301587,106.3095238,161.6878661
Jammu and Kashmir,Bajra,Jammu,2012,Kharif,10589,6344,0.6,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Barley,Jammu,2012,Rabi,255,378,1.48,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Dry chillies,Jammu,2012,Kharif,1,1,0.5,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Garlic,Jammu,2012,Rabi,13,13,1,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Ginger,Jammu,2012,Rabi,3,3,0.9,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Horse-gram,Jammu,2012,Kharif,407,110,0.27,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Linseed,Jammu,2012,Rabi,78,26,0.33,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Maize,Jammu,2012,Kharif,14451,30335,2.1,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Masoor,Jammu,2012,Rabi,45,25,0.55,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Moong(Green Gram),Jammu,2012,Kharif,1,1,0.5,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Moth,Jammu,2012,Kharif,54,41,0.77,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Other  Rabi pulses,Jammu,2012,Rabi,147,72,0.49,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Other Kharif pulses,Jammu,2012,Kharif,21,81,3.84,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,other oilseeds,Jammu,2012,Rabi,6,8,1.38,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Jute,Jammu,2012,Rabi,47,23,0.49,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Potato,Jammu,2012,Kharif,2,41,20.6,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Potato,Jammu,2012,Rabi,130,2682,20.63,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Jute,Jammu,2012,Rabi,781,858,1.1,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Rice,Jammu,2012,Kharif,55553,108473,1.95,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Sannhamp,Jammu,2012,Kharif,39,20,0.5,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Sesamum,Jammu,2012,Kharif,865,388,0.45,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Sugarcane,Jammu,2012,Kharif,5,8,1.5,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Turmeric,Jammu,2012,Rabi,3,3,0.93,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Urad,Jammu,2012,Kharif,4047,1789,0.44,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Wheat,Jammu,2012,Rabi,87519,173853,1.99,5.793838863,12.30331754,117.6161137,157.780654
Jammu and Kashmir,Bajra,Jammu,2013,Kharif,10828,6488,0.6,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Barley,Jammu,2013,Rabi,77,114,1.48,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Dry chillies,Jammu,2013,Kharif,1,1,0.5,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Garlic,Jammu,2013,Rabi,14,14,1,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Ginger,Jammu,2013,Rabi,3,3,0.9,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Horse-gram,Jammu,2013,Kharif,411,111,0.27,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Linseed,Jammu,2013,Rabi,28,15,0.53,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Maize,Jammu,2013,Kharif,14316,32426,2.27,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Masoor,Jammu,2013,Rabi,63,35,0.55,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Moong(Green Gram),Jammu,2013,Kharif,2,1,0.5,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Moth,Jammu,2013,Kharif,49,38,0.77,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Other  Rabi pulses,Jammu,2013,Rabi,18,9,0.49,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Other Kharif pulses,Jammu,2013,Kharif,26,100,3.84,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Jute,Jammu,2013,Rabi,74,36,0.49,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Potato,Jammu,2013,Kharif,53,549,10.35,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Potato,Jammu,2013,Rabi,141,2613,18.53,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Jute,Jammu,2013,Rabi,356,405,1.14,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Rice,Jammu,2013,Kharif,56451,112890,2,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Sannhamp,Jammu,2013,Kharif,17,9,0.5,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Sesamum,Jammu,2013,Kharif,813,364,0.45,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Turmeric,Jammu,2013,Rabi,4,4,0.93,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Urad,Jammu,2013,Kharif,3920,1733,0.44,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Wheat,Jammu,2013,Rabi,90198,163363,1.81,14.82987552,4.732365145,119.0124481,151.3313808
Jammu and Kashmir,Bajra,Jammu,2015,Kharif,5465,3274,0.6,3.514705882,16.66176471,125.2830882,138.883682
Jammu and Kashmir,Maize,Jammu,2015,Kharif,10961,13306,1.21,3.514705882,16.66176471,125.2830882,138.883682
Jammu and Kashmir,Moong(Green Gram),Jammu,2015,Kharif,42,22,0.51,3.514705882,16.66176471,125.2830882,138.883682
Jammu and Kashmir,Other Kharif pulses,Jammu,2015,Kharif,12,46,3.84,3.514705882,16.66176471,125.2830882,138.883682
Jammu and Kashmir,Potato,Jammu,2015,Kharif,362,3200,8.84,3.514705882,16.66176471,125.2830882,138.883682
Jammu and Kashmir,Rice,Jammu,2015,Kharif,65470,116969,1.79,3.514705882,16.66176471,125.2830882,138.883682
Jammu and Kashmir,Sannhamp,Jammu,2015,Kharif,18,9,0.5,3.514705882,16.66176471,125.2830882,138.883682
Jammu and Kashmir,Sesamum,Jammu,2015,Kharif,825,370,0.45,3.514705882,16.66176471,125.2830882,138.883682
Jammu and Kashmir,Urad,Jammu,2015,Kharif,2491,1101,0.44,3.514705882,16.66176471,125.2830882,138.883682
Jammu and Kashmir,Barley,Jammu,2014,Rabi,77,114,1.48,5.38121547,12.64088398,122.980663,145.3280335
Jammu and Kashmir,Garlic,Jammu,2014,Rabi,14,14,1,5.38121547,12.64088398,122.980663,145.3280335
Jammu and Kashmir,Ginger,Jammu,2014,Rabi,3,3,0.9,5.38121547,12.64088398,122.980663,145.3280335
Jammu and Kashmir,Linseed,Jammu,2014,Rabi,28,15,0.53,5.38121547,12.64088398,122.980663,145.3280335
Jammu and Kashmir,Other  Rabi pulses,Jammu,2014,Rabi,18,9,0.49,5.38121547,12.64088398,122.980663,145.3280335
Jammu and Kashmir,Jute,Jammu,2014,Rabi,74,36,0.49,5.38121547,12.64088398,122.980663,145.3280335
Jammu and Kashmir,Potato,Jammu,2014,Rabi,141,2613,18.53,5.38121547,12.64088398,122.980663,145.3280335
Jammu and Kashmir,Jute,Jammu,2014,Rabi,356,405,1.14,5.38121547,12.64088398,122.980663,145.3280335
Jammu and Kashmir,Turmeric,Jammu,2014,Rabi,4,4,0.93,5.38121547,12.64088398,122.980663,145.3280335
Jammu and Kashmir,Wheat,Jammu,2014,Rabi,90198,163363,1.81,5.38121547,12.64088398,122.980663,145.3280335
Jharkhand,Arhar/Tur,Dhanbad,2007,Rabi,0.8,1,1.25,19.12166667,50.79944444,106.9111111,161.9555556
Jharkhand,Gram,Dhanbad,2007,Rabi,3.78,4,1.06,19.12166667,50.79944444,106.9111111,161.9555556
Jharkhand,Maize,Dhanbad,2007,Autumn,694.59,727,1.05,19.12166667,50.79944444,106.9111111,161.9555556
Jharkhand,Onion,Dhanbad,2007,Rabi,38.82,258,6.65,19.12166667,50.79944444,106.9111111,161.9555556
Jharkhand,Potato,Dhanbad,2007,Rabi,113.22,922,8.14,19.12166667,50.79944444,106.9111111,161.9555556
Jharkhand,Potato,Dhanbad,2007,Winter,29.82,277,9.29,19.12166667,50.79944444,106.9111111,161.9555556
